PL NO.,COMPANY,COMMODITY,STATUS,EXPIRY DATE,AREA,MINERAL RIGHT,AREA ORIG
PL215/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,24.00,,24.00
PL220/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,28.00,,28.00
PL217/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,30.00,,30.00
PL209/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,42.20,,42.20
PL219/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,67.00,,67.00
PL236/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,68.00,,68.00
PL237/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,68.00,,68.00
PL257/2012,True Heart (Pty) Ltd,Precious Stones,Original,20150930,106.40,,106.40
PL216/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,133.00,,133.00
PL178/2010,Coal Fields Botswana (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20150930,254.00,Energy,254.00
PL266/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150930,330.00,Metals,330.00
PL256/2012,True Heart (Pty) Ltd,Precious Stones,Original,20150930,384.00,,384.00
PL235/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,523.10,,523.10
PL252/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,550.30,Metals,550.30
PL262/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150930,690.00,Metals,690.00
PL240/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,847.00,,847.00
PL167/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,875.00,Metals,875.00
PL168/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,875.40,Metals,875.40
PL249/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,883.00,,883.00
PL244/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,Second Renewal,20150930,885.00,,885.00
PL251/2012,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,894.30,Metals,894.30
PL253/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,894.30,Metals,894.30
PL238/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,900.00,,900.00
PL242/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,900.00,,900.00
PL165/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,914.20,Metals,914.20
PL289/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,922.00,Metals,922.00
PL239/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,926.00,,926.00
PL294/2012,First Quantum Mining 8t Operations Limited,"Base, Precious 8t PGMs",Original,20150930,932.00,Metals,932.00
PL248/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,934.67,,934.67
PL169/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,942.80,Metals,942.80
PL319/2012,Discovery Metals Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,963.60,Metals,963.60
PL292/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,978.00,Metals,978.00
PL291/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,982.00,Metals,982.00
PL291/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,982.00,Metals,982.00
PL166/2012,Kavango Minerals (Pty) Ltd,"Base, Precious 8i PGMs",Original,20150930,987.50,Metals,987.50
PL293/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,989.00,Metals,989.00
PL288/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,991.00,Metals,991.00
PL318/2012,Discovery Metals Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,991.30,Metals,991.30
PL278/2012,Minergy Coal (Pty) LTD,Coal & Coalbed Methane,Original,20150930,991.40,,991.40
PL169/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,992.40,Metals,992.40
PL163/2012,Kavango Minerals (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,994.00,Metals,994.00
PL295/2012,First Quantum Mining & Operations Limited,"Base, Precious 8t PGMs",Original,20150930,995.00,Metals,995.00
PL250/2012,Sekaka Diamonds (Pty) Ltd,Precious Stones,Original,20150930,997.61,,997.61
PL317/2012,Discovery Metals Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20150930,"1,000.00",Metals,"1,000.00"
PL231/2012,Earth Dynamics (Pty) Ltd,"Base, Precious Metals",Original,20150930,"1,000.00",Metals,"1,000.00"
PL261/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150930,,Metals,
PL263/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20150930,,Metals,
PL264/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20150930,,Metals,
PL247/2014,Geocontracts Botswana (Pty) Ltd,Precious Stones,Original,20150730,839.00,,839.00
PL211/2012,Khutse Tours (Pty) Ltd,Precious Stones,Original,20150630,0.20,,0.20
PL191/2012,AQB Geological Systems and Services (Pty) Ltd,Precious Stones,Original,20150630,37.00,,37.00
PL160/2012,BCL Limited,Metals,Original,20150630,103.60,Metals,103.60
PL017/2010,Water Plus (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20150630,105.00,Energy,105.00
PL174/2012,Daheng Group Botswana (Pty) Ltd,Precious Stones,Original,20150630,115.80,,115.80
PL189/2012,AQB Geological Systems and Services (Pty) Ltd,Precious Stones,Original,20150630,120.00,,120.00
PL121/2010,Morupule South Resources (Pty) Ltd,Coal,First Renewal,20150630,124.00,Energy,124.00
PL183/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,133.00,,133.00
PL190/2012,AQB Geological Systems and Services (Pty) Ltd,Precious Stones,Original,20150630,208.00,,208.00
PL204/2012,Azimuh Investments (Pty) Ltd,"Base, Precious & PGMs",Original,20150630,213.20,Metals,213.20
PL174/2012,Project 3 Investments (Pty) Ltd,Precious Stones,Original,20150630,225.00,,225.00
PL170/2012,Atlas Minerals Botswana (Pty) Ltd,Precious Stones,Original,20150630,249.40,,249.40
PL104/2005,Discovery Nickel Limited,Metals,Extension,20150630,285.30,Metals,285.30
PL185/2012,BrightStone Mining (Pty) Ltd,Precious Stones,Original,20150630,300.00,,300.00
PL223/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20150630,325.30,,325.30
PL102/2005,Discovery Mines (Pty) Ltd,Metals,Extensionl,20150630,331.10,Metals,331.10
PL161/2012,BCL Limited,Metals,Original,20150630,338.50,Metals,338.50
PL222/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20150630,353.80,,353.80
PL159/2012,Jiangxi Overseas Trading Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20150630,358.80,Metals,358.80
PL186/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,399.00,,399.00
PL179/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,400.00,,400.00
PL205/2012,Azimuh Investments (Pty) Ltd,"Base, Precious & PGMs",Original,20150630,410.20,Metals,410.20
PL184/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,425.00,,425.00
PL224/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20150630,433.10,,433.10
PL212/2012,Kemang Building Construction (Pty) Ltd,Precious Stones,Original,20150630,443.20,,443.20
PL195/2012,Gcwihaba Resources (Pty) Ltd,Precious Stones,Original,20150630,494.00,,494.00
PL181/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,496.00,,496.00
PL182/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,496.00,,496.00
PL176/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,553.40,,553.40
PL213/2012,Kemang Building Construction (Pty) Ltd,Precious Stones,Original,20150630,576.10,,576.10
PL045/2004,Cardia Mining Botswana (Pty) Ltd,"Base, Precious, PGMs & Uranium",Extension,20150630,600.40,Metals & Radioactive,600.40
PL177/2012,BrightStone Mining (Pty) Ltd,Precious Stones,Original,20150630,645.00,,645.00
PL188/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,687.00,,687.00
PL180/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,697.00,,697.00
PL178/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,707.00,,707.00
PL221/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20150630,709.30,,709.30
PL187/2012,Bright Stone Mining (Pty) Ltd,Precious Stones,Original,20150630,775.00,,775.00
PL192/2012,Zhong Gan Engineering & Construction (Pty) Ltd,Precious Stones,Original,20150630,830.00,,830.00
PL193/2012,Zhong Gan Engineering & Construction (Pty) Ltd,Precious Stones,Original,20150630,888.00,,888.00
PL066/2012,Golden Phoenix Mining Company (Pty) Ltd,"Base, Precious Metals",Original,20150331,16.40,Metals,16.40
PL064/2012,Golden Phoenix Mining Company (Pty) Ltd,"Base, Precious Metals",Original,20150331,25.50,Metals,25.50
PL065/2012,Golden Phoenix Mining Company (Pty) Ltd,"Base, Precious Metals",Original,20150331,27.60,Metals,27.60
PL714/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,70.06,Metals,70.06
PL715/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,90.89,Metals,90.89
PL719/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,180.00,Metals,180.00
PL125/2012,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,201.60,Metals,201.60
PL716/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,219.66,Metals,219.66
PL717/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,231.91,Metals,231.91
PL133/2012,Project 3 Investments (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,233.60,Metals,233.60
PL718/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,298.00,Metals,298.00
PL105/2012,Midgell (Pty) Ltd,Base & Precious metals,Original,20150331,328.20,Metals,328.20
PL126/2012,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,358.70,Metals,358.70
PL131/2012,Project 3 Investments (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,368.80,Metals,368.80
PL004/2012,Enolla Trading (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,417.60,Metals,417.60
PL093/2012,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,433.70,Metals,433.70
PL135/2005,Cardia Mining Botswana (Pty) Ltd,"Base, Precious, PGMs & Uranium",Extension,20150331,482.40,Metals & Radioactive,482.40
PL063/2012,Discovery Mines (Pty) Ltd,Base 8t Precious metals,Original,20150331,484.10,Metals,484.10
PL722/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,518.00,Metals,518.00
PL116/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,562.60,Metals,562.60
PL139/2012,Earth Movers (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,570.80,Metals,570.80
PL138/2012,Earth Movers (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,577.00,Metals,577.00
PL721/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,582.80,Metals,582.80
PL132/2012,Project 3 Investments (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,586.60,Metals,586.60
PL097/2012,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,599.30,Metals,599.30
PL137/2012,Earth Movers (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,616.60,Metals,616.60
PL005/2012,Enolla Trading (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,617.00,Metals,617.00
PL096/2012,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,676.50,Metals,676.50
PL124/2012,Final Frontier (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,704.50,Metals,704.50
PL103/2012,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,723.10,Metals,723.10
PL720/2009,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20150331,729.20,Metals,729.20
PL062/2012,Discovery Mines (Pty) Ltd,Base 8t Precious metals,Original,20150331,740.10,Metals,740.10
PL114/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,745.50,Metals,745.50
PL106/2012,Midgell (Pty) Ltd,Base & Precious metals,Original,20150331,829.20,Metals,829.20
PL003/2012,Enolla Trading (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,850.80,Metals,850.80
PL102/2012,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,852.70,Metals,852.70
PL100/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20150331,881.70,Metals,881.70
PL061/2012,Discovery Mines (Pty) Ltd,Base 8t Precious metals,Original,20150331,888.10,Metals,888.10
PL060/2012,Discovery Mines (Pty) Ltd,Base 8t Precious metals,Original,20150331,890.50,Metals,890.50
PL127/2012,AQB Geologging Systems and Services (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,890.80,Metals,890.80
PL098/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20150331,910.90,Metals,910.90
PL109/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,925.20,Metals,925.20
PL122/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,929.50,Metals,929.50
PL107/2012,Midgell (Pty) Ltd,Base & Precious metals,Original,20150331,931.10,Metals,931.10
PL115/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,934.70,Metals,934.70
PL104/2012,Midgell (Pty) Ltd,Base & Precious metals,Original,20150331,946.50,Metals,946.50
PL112/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,955.70,Metals,955.70
PL113/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,968.50,Metals,968.50
PL108/2012,Midgell (Pty) Ltd,Base & Precious metals,Original,20150331,969.30,Metals,969.30
PL118/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,972.50,Metals,972.50
PL111/2012,Midgell (Pty) Ltd,Base & Precious metals,Original,20150331,975.20,Metals,975.20
PL110/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,976.20,Metals,976.20
PL101/2012,Malmesburg (Pty) Ltd,"Base, Precious & PGMs",Original,20150331,979.80,Metals,979.80
PL121/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,980.10,Metals,980.10
PL118/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,983.30,Metals,983.30
PL119/2012,Midgell (Pty) Ltd,Base 8t Precious metals,New Application,20150331,990.20,Metals,990.20
PL123/2012,Final Frontier (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,994.50,Metals,994.50
PL140/2012,Earth Movers (Pty) Ltd,"Base, Precious 8t PGMs",Original,20150331,996.10,Metals,996.10
PL120/2012,Midgell (Pty) Ltd,Base 8t Precious metals,Original,20150331,997.90,Metals,997.90
PL099/2012,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20150330,868.50,Metals,868.50
PL101/2005,Discovery Copper Botswana (Pty) Ltd,Metals,Extension,20141231,10.10,Metals,10.10
PL029/2011,Mokgweetsi Mining (Pty) Ltd,PGMs Base Metals,Original,20141231,69.50,Metals,69.50
PL005/2006,Khomecau Copper Mining (Pty) Ltd,Base & Precious Metals,Extension,20141231,75.40,Metals,75.40
PL002/2012,The Northern Lights Exploration Company (Pty) Ltd,"Base, Precious 8t PGMs",Original,20141231,81.70,Metals,81.70
PL031/2012,GGZ Investments (Pty) Ltd,"Base, Precious Metals",Original,20141231,119.20,Metals,119.20
PL341/2008,Weldon Investments (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20141231,136.00,Energy,136.00
PL044/2012,Mokgweetsi Mining (Pty) Ltd,PGMs Base Metals,Original,20141231,151.10,Metals,151.10
PL340/2008,Weldon Investments (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20141231,157.30,Energy,157.30
PL041/2012,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,171.30,Metals,171.30
PL125/2009,A-cap Resources Botswana (Pty) Ltd,Radioactive Minerals,First Renewal,20141231,176.00,Energy,176.00
PL094/2007,Jaquar Ventures (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20141231,177.00,Energy,177.00
PL008/2012,Mokgweetsi Mining (Pty) Ltd,"Base, Precious 8t PGMs",Original,20141231,186.00,Metals,186.00
PL339/2008,Weldon Investments (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20141231,190.30,Energy,190.30
PL138/2005,A-cap Resources Botswana (Pty) Ltd,Radioactive Minerals,Extension,20141231,214.00,Energy,214.00
PL049/2012,Cam Bow Holdings (Pty) Ltd,Metals,Original,20141231,230.60,Metals,230.60
PL046/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,236.60,Metals,236.60
PL032/2012,GGZ Investments (Pty) Ltd,"Base, Precious Metals",Original,20141231,237.20,Metals,237.20
PL055/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,254.60,Metals,254.60
PL009/2012,GGZ Investments (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,310.40,Metals,310.40
PL474/2009,Centre's Alliance Mines (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20141231,336.00,Energy,336.00
PL031/2012,GGZ Investments (Pty) Ltd,"Base, Precious Metals",Original,20141231,337.40,Metals,337.40
PL093/2007,Jaquar Ventures (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20141231,414.20,Energy,414.20
PL047/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,424.20,Metals,424.20
PL518/2009,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20141231,431.00,Energy,431.00
PL017/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,437.80,,437.80
PL004/2006,Khomecau Copper Mining (Pty) Ltd,Base & Precious Metals,Extension,20141231,460.00,Metals,460.00
PL043/2012,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",Original,20141231,473.00,Metals,473.00
PL042/2012,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",Original,20141231,482.90,Metals,482.90
PL045/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,488.50,Metals,488.50
PL002/2006,Khomecau Copper Mining (Pty) Ltd,Base & Precious Metals,Extension,20141231,501.10,Metals,501.10
PL052/2012,Cam Bow Holdings (Pty) Ltd,Metals,Original,20141231,510.80,Metals,510.80
PL058/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,515.40,Metals,515.40
PL100/2005,Discovery Copper Botswana (Pty) Ltd,Metals,Extension,20141231,517.40,Metals,517.40
PL098/2005,Discovery Copper Botswana (Pty) Ltd,Metals,Extension,20141231,520.00,Metals,520.00
PL057/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,530.80,Metals,530.80
PL013/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,538.60,,538.60
PL003/2006,Khomecau Copper Mining (Pty) Ltd,Base & Precious Metals,Extension,20141231,544.00,Metals,544.00
PL018/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,562.50,,562.50
PL160/2009,Triprop Energy (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20141231,566.00,Energy,566.00
PL014/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,567.40,,567.40
PL001/2006,Khomecau Copper Mining (Pty) Ltd,Base & Precious Metals,Extension,20141231,569.30,Metals,569.30
PL040/2012,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",Original,20141231,589.50,Metals,589.50
PL050/2012,Cam Bow Holdings (Pty) Ltd,Metals,Original,20141231,600.00,Metals,600.00
PL039/2012,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",Original,20141231,600.50,Metals,600.50
PL038/2012,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,619.20,Metals,619.20
PL037/2012,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,647.60,Metals,647.60
PL025/2012,Jiangxi Overseas Trading Botswana (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,686.70,Metals,686.70
PL519/2009,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20141231,699.00,Energy,699.00
PL157/2009,Triprop Energy (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20141231,733.00,Energy,733.00
PL053/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,783.20,Metals,783.20
PL054/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,783.90,Metals,783.90
PL035/2010,MOD Resources Botswana (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20141231,789.00,Metals,789.00
PL019/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,789.90,,789.90
PL099/2005,Discovery Copper Botswana (Pty) Ltd,Metals,Extension,20141231,799.00,Metals,799.00
PL035/2012,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,826.10,Metals,826.10
PL036/2012,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,826.10,Metals,826.10
PL059/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,842.10,Metals,842.10
PL016/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,845.70,,845.70
PL033/2012,Strikerich (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,881.80,Metals,881.80
PL034/2010,MOD Resources Botswana (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20141231,921.00,Metals,921.00
PL015/2012,De Beers Holdings Botswana (Pty) Ltd,Precious Stones,Original,20141231,939.10,,939.10
PL036/2010,MOD Resources Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20141231,941.00,Metals,941.00
PL007/2012,Minergy Aust (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,952.00,Metals,952.00
PL056/2012,Cam Bow Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,957.60,Metals,957.60
PL048/2012,Cam Bow Holdings (Pty) Ltd,Metals,Original,20141231,973.50,Metals,973.50
PL051/2012,Cam Bow Holdings (Pty) Ltd,Metals,Original,20141231,990.40,Metals,990.40
PL034/2012,Strikerich (Pty) Ltd,"Base, Precious & PGMs",Original,20141231,"1,000.00",Metals,"1,000.00"
PL137/2011,Firestone Diamonds Limited,Precious Stones,Original,20140930,39.70,,39.70
PL512/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,102.30,,102.30
PL428/2009,Daheng Group Botswana (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20140930,147.00,Energy,147.00
PL650/2009,MOD Resources Botswana (Pty) Ltd,Base Metals,First Renewal,20140930,177.00,Metals,177.00
PL017/2004,Matsitama Minerals Botswana (Pty) Ltd,"Base, Precious & PGMs",Extension,20140930,184.00,Metals,184.00
PL197/2007,African Energy Resources (Pty) Ltd,Radioactive Minerals,Second Renewal,20140930,229.00,Radioactive Minerals,229.00
PL426/2009,Daheng Group Botswana (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20140930,249.00,Energy,249.00
PL651/2009,MOD Resources Botswana (Pty) Ltd,Base Metals,First Renewal,20140930,285.10,Metals,285.10
PL412/2014,Icilion Investments (Pty) Ltd,Base Metals,Original,20140930,340.30,Metals,340.30
PL134/2005,A-Cap Resources Botswana (Pty) Ltd,"Base, Precious, PGMs & Uranium",Extension,20140930,346.00,Metals & Radioactive,346.00
PL134/2005,A-cap Resources Botswana (Pty) Ltd,"Base, Precious, PGMs & Uranium",Extension,20140930,346.00,Metals & Radioactive,346.00
PL652/2009,MOD Resources Botswana (Pty) Ltd,Base Metals,First Renewal,20140930,398.00,Metals,398.00
PL015/2004,Matsitama Minerals Botswana (Pty) Ltd,"Base, Precious & PGMs",Extension,20140930,470.40,Metals,470.40
PL035/2007,Wizard Investments (Pty) Ltd,Coal,Second Renewal,20140930,499.00,Energy,499.00
PL035/2000,Saber Energy (Pty) Ltd,Coalbed Methane,Extension,20140930,561.05,Energy,561.05
PL422/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,588.00,,588.00
PL423/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,605.00,,605.00
PL424/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,623.00,,623.00
PL233/2007,Saber Energy Botswana (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20140930,721.00,Energy,721.00
PL230/2007,Saber Energy Botswana (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20140930,741.00,Energy,741.00
PL014/2004,Matsitama Minerals Botswana (Pty) Ltd,"Base, Precious & PGMs",Extension,20140930,760.20,Metals,760.20
PL418/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,795.30,,795.30
PL231/2007,Saber Energy Botswana (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20140930,810.00,Energy,810.00
PL565/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20140930,864.40,Metals,864.40
PL232/2007,Saber Energy Botswana (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20140930,873.00,Energy,873.00
PL421/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,878.80,,878.80
PL419/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,883.14,,883.14
PL037/2000,Saber Energy (Pty) Ltd,Coalbed Methane,Extension,20140930,897.41,Energy,897.41
PL617/2009,Sekaka Diamonds (Pty) Ltd,Precious Stones,first Renewal,20140930,899.30,,899.30
PL289/2008,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20140930,906.00,Metals,906.00
PL564/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140930,954.00,Metals,954.00
PL420/2009,Mount Burgess (Botswana) (Pty) Ltd,Precious Stones,First Renewal,20140930,967.00,,967.00
PL566/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20140930,972.50,Metals,972.50
PL614/2009,Sekaka Diamonds (Pty) Ltd,Precious Stones,first Renewal,20140930,994.10,,994.10
PL608/2009,Sekaka Diamonds (Pty) Ltd,Precious Stones,First Renewal,20140930,999.20,,999.20
